dt,dttm,user_id,order_id,card_id,amount
2022-09-27,2022-09-27 10:48:30,833008,2650d6089a6d640c,card_f152516615efd05c,348.19
2022-09-27,2022-09-27 19:10:41,649416,4c8c76b39d294759,card_374b03a72295954c,347.42
2022-09-22,2022-09-22 00:55:29,253081,9b72e31dac817154,card_bbdba257f96ea1bf,331.67
2022-09-07,2022-09-07 17:02:51,659285,a4380923dd651c19,card_8b1ecbd9589c577a,353.84
2022-09-22,2022-09-22 05:40:20,847927,999600eb275cc719,nan,367.99
2022-09-04,2022-09-04 00:28:41,8217,123b7f02433572a0,card_7fd3b80fb1884e29,373.0
2022-09-12,2022-09-12 07:01:03,303978,75877cb75154206c,card_32f57b05e13cc66c,384.21
2022-09-29,2022-09-29 02:11:08,589922,281683d0650eb208,card_586406bbb76b6baa,349.2
2022-09-12,2022-09-12 00:59:31,37291,56d326d8139f904b,card_72dfa10de3475125,359.54
2022-09-07,2022-09-07 09:16:50,337714,c629a1a0a8913790,card_d873508ba9521938,365.39
2022-09-19,2022-09-19 21:12:08,378658,49ad23d1ec9fa4bd,card_861f8aa2598860c0,332.94
2022-09-04,2022-09-04 22:51:33,620101,f670ef5d2d6bdf8f,card_07d8be4e98fe2f96,332.99
2022-09-02,2022-09-02 06:23:05,253178,c5a8c45bb92b22b2,nan,345.39
2022-09-28,2022-09-28 10:56:32,15440,e3d11d85deaf57a7,card_ec2f08ae409f4a81,379.3
2022-09-16,2022-09-16 03:10:01,262339,6fe131632103526e,nan,347.77
2022-09-09,2022-09-09 01:48:56,861766,6ce1861d265248f9,card_4564e13a85364d67,361.35
2022-09-27,2022-09-27 18:42:28,146631,580f9aa264f1108d,card_93f71a7c7fd97d04,348.69
2022-09-10,2022-09-10 23:45:39,707838,0d1a9651497a38d8,card_4974a9fe76a5b447,346.63
2022-09-30,2022-09-30 05:44:43,899191,86edc93505434db5,card_421f8eb2f6d635fc,334.66
2022-09-12,2022-09-12 09:57:45,607597,96f2d6069db8ad89,card_33d6548e48d4318c,341.86
2022-09-16,2022-09-16 12:20:49,471213,885b2c7a6deb4fea,card_2575c857df983996,346.65
2022-09-20,2022-09-20 16:40:44,489783,7a430339c10c642c,card_16b0ad329cb228a9,343.4
2022-09-13,2022-09-13 00:13:26,162322,1147dc16a8e1b44e,card_aee642bc38526fe5,362.86
2022-09-23,2022-09-23 19:34:09,767538,d34a281acc62c6be,card_cea3fc0955025479,357.06
2022-09-13,2022-09-13 21:16:40,408144,1bf2efbbe0c49b9f,card_a8442efac020cf97,359.3
2022-09-04,2022-09-04 09:33:22,786319,1e79596878b2320c,nan,351.7
2022-09-18,2022-09-18 05:58:19,192410,2fa6cb0776995363,card_240497d1c93f3ea5,328.28
2022-09-04,2022-09-04 06:19:00,347866,55312eec654a75a0,card_885835902a171922,313.44
2022-09-21,2022-09-21 18:11:56,301828,3d0236a18121ec86,nan,341.6
2022-09-05,2022-09-05 18:10:34,817044,eddb904a6db77375,nan,359.95
2022-09-03,2022-09-03 10:00:19,452033,97ffcbd95363387c,nan,351.49
2022-09-08,2022-09-08 03:58:36,704255,0172d289da48c48d,card_789bbd3eb51e7315,333.32
2022-09-29,2022-09-29 15:26:11,682725,f016e59c7ad8b1d7,card_a73305d5ba2857f2,355.55
2022-09-21,2022-09-21 15:23:54,147561,b6b3598b407b7f32,nan,335.97
2022-09-13,2022-09-13 12:24:34,479317,076023edc9187cf1,card_4f734c273514a8b0,331.4
2022-09-19,2022-09-19 17:47:07,764082,70feb62b69f16e02,card_8c12cbc89eb07068,346.27
2022-09-08,2022-09-08 06:32:17,91436,ab2ce2a4bbb59dab,card_4d6ce445727ef59c,336.87
2022-09-11,2022-09-11 16:09:08,446398,4ef30115b941a1bc,card_6ea1301c76a27521,360.07
2022-09-04,2022-09-04 21:50:59,502884,f75b757d3459c3e9,nan,357.95
2022-09-21,2022-09-21 23:16:44,25920,46489c17893dfdcf,card_0a343d089f3bd7ea,348.94
2022-09-21,2022-09-21 08:45:29,938191,2edfeadfe636973b,card_1ec12035e5b91874,361.8
2022-09-11,2022-09-11 04:18:31,342492,fa47a8afc054461b,card_97cc7b6c7b91cf6b,313.38
2022-09-14,2022-09-14 05:54:16,361773,8217bb4e7fa0541e,nan,345.29
2022-09-08,2022-09-08 06:11:04,38324,6e66329891cbb9ad,card_8cb3522da182ff9e,373.28
2022-09-08,2022-09-08 10:56:17,395954,4a5a062217abffbd,card_5839ddf15d7eafa3,349.24
2022-09-14,2022-09-14 07:05:57,154326,17b65afe58c49edc,card_977cf54e52109b5b,347.69
2022-09-29,2022-09-29 15:44:08,888988,52cf49fea5ff6658,card_b1f6b3049abddd25,356.1
2022-09-19,2022-09-19 19:38:36,575674,f316e3fe33f1f754,card_7881f1e0495cfb89,358.04
2022-09-06,2022-09-06 16:59:05,589741,d87aa42cd08ba861,card_eb852fa9d9e60316,334.97
2022-09-05,2022-09-05 02:38:50,685784,6d6968d87c240c69,nan,343.89
2022-09-14,2022-09-14 14:39:16,963006,2b6921f2c64dee16,nan,355.4
2022-09-04,2022-09-04 10:39:25,29479,39539f630a3b94d3,card_e798a0d5dea21ef4,361.9
2022-09-20,2022-09-20 21:11:21,274867,f6b5f8c32c65fee9,nan,347.51
2022-09-28,2022-09-28 12:25:56,735493,96a93ba89a5b5c6c,card_9c25dc28b94e5226,333.49
2022-09-21,2022-09-21 21:44:38,989011,f48c04ffab49ff0e,card_dacb0ad1b87a47e2,346.19
2022-09-02,2022-09-02 02:51:02,681363,bf424cb7b0dea050,card_f178151bb5b19ff1,327.39
2022-09-30,2022-09-30 21:45:43,191314,6244b2ba957c48bc,nan,357.17
2022-09-26,2022-09-26 20:21:20,999750,30dd22174d06b0cd,card_3da508de45fcad17,341.82
2022-09-23,2022-09-23 02:54:08,8083,07b2ee9f02d5e6e8,nan,362.06
2022-09-20,2022-09-20 08:07:44,636706,eaae339c4d89fc10,nan,346.72
2022-09-16,2022-09-16 16:05:50,20850,5a38a1eb24d99699,card_79f93d49fc217351,369.57
2022-09-05,2022-09-05 22:35:08,831715,fc9b003bb003a298,card_62a7e2da310bdb98,366.83
2022-09-10,2022-09-10 04:52:16,386995,5763abe87ed19387,nan,373.25
2022-09-02,2022-09-02 13:46:03,318449,177da57035b03c2e,card_43826cebaa67497d,348.42
2022-09-19,2022-09-19 20:47:25,800071,614d37f84c3f41a6,card_60c4a88bac6125d4,359.18
2022-09-10,2022-09-10 07:37:24,400708,fed33392d3a48aa1,card_a41f781632ce686f,369.57
2022-09-05,2022-09-05 13:38:16,434220,d139db6a236200b2,card_e706c0ce5e39be9b,346.31
2022-09-05,2022-09-05 03:59:18,728287,8d3215ae97598264,nan,352.48
2022-09-01,2022-09-01 08:32:19,770907,46f5ffb3777b7659,card_2b1d520ee7fa77e7,344.89
2022-09-12,2022-09-12 02:45:29,137456,07bb5fdef1ee99d3,card_d169e16da608a6a8,332.29
2022-09-25,2022-09-25 21:44:21,60079,94c4dd41f9dddce6,card_0f0dd05a3a6206cd,347.11
2022-09-24,2022-09-24 22:00:04,293371,819f46e52c25763a,card_0afe095e81a6ac76,356.46
2022-09-27,2022-09-27 21:20:09,229714,7504adad8bb96320,card_0a3d76a1b1aa57cb,366.39
2022-09-04,2022-09-04 19:32:48,331649,022898bbc7110244,nan,361.74
2022-09-16,2022-09-16 18:03:33,985377,d7fd83eaf0a5593a,card_c6ac51ebf500f3f0,359.62
2022-09-13,2022-09-13 10:21:50,509024,5f268dfb0fbef44d,card_38956a0686dada69,357.87
2022-09-25,2022-09-25 20:06:06,265861,d360a502598a4b64,nan,336.88
2022-09-11,2022-09-11 07:02:11,892154,cd19a3a0867f69f4,nan,348.19
2022-09-27,2022-09-27 07:47:40,90717,099fe6b0b444c238,card_53c94cef17f0ee08,355.81
2022-09-28,2022-09-28 21:12:57,643733,456048afb7253926,nan,370.02
2022-09-03,2022-09-03 19:51:18,784381,9b3a9fb4db30fc65,nan,330.88
2022-09-01,2022-09-01 14:56:19,412924,f5c3dd7514bf620a,card_5a730579ebe03184,396.13
2022-09-23,2022-09-23 05:34:03,386326,ef0b9a69f90b1ab0,nan,347.68
2022-09-10,2022-09-10 22:42:37,92889,9dfcd5e558dfa04a,nan,355.04
2022-09-22,2022-09-22 22:25:24,827501,1fb36c4ccf88f7e6,card_b56baf5ddf91123f,351.26
2022-09-28,2022-09-28 04:04:40,94668,685bfde03eb646c2,card_4981ae91bd5293b2,363.26
2022-09-18,2022-09-18 00:47:35,66968,f1b8b7b3ceb65c18,card_f1eba978f8a36c92,349.51
2022-09-06,2022-09-06 01:06:10,193162,5f14615696649541,card_34b9e872ae045712,349.81
2022-09-20,2022-09-20 05:56:56,348572,9813b270ed0288e7,card_1d98e6ad3ed4f30a,344.23
2022-09-29,2022-09-29 18:08:54,554422,1aa48fc4880bb0c9,card_064ba0b2df0a041e,338.68
2022-09-20,2022-09-20 11:11:50,963012,71c1806ca28b555c,card_1475b0b5094e6f4f,333.96
2022-09-02,2022-09-02 06:38:34,727212,320755112b6d9e24,card_01c9d2c5b3ff5cbb,372.73
2022-09-16,2022-09-16 19:46:20,417706,ac52c626afc10d40,card_d225f07436e0075a,345.79
2022-09-11,2022-09-11 10:18:43,933260,b7ab1aac36b6428d,card_999c6838f46b9a57,355.82
2022-09-04,2022-09-04 07:12:00,489327,9ed017d7372360c2,card_d5a44bdaee01bac1,369.72
2022-09-18,2022-09-18 11:39:48,174910,7503cfacd12053d3,card_1fcd3375fa870e5d,365.98
2022-09-02,2022-09-02 22:59:19,460714,6d378765f17a856b,card_670f0c94cc5271fe,326.54
2022-09-05,2022-09-05 17:19:23,949445,2e0aca891f2a8aed,nan,349.2
2022-09-01,2022-09-01 06:20:50,739564,582967e09f1b30ca,card_e935efd65cd5c29a,345.17
2022-09-29,2022-09-29 20:07:16,230015,ee188463935a061d,card_6b5bf4d412295776,360.18
2022-09-16,2022-09-16 20:49:01,700,bd4a6d0563e06045,card_89f8f214774c7ec5,343.33
2022-09-04,2022-09-04 05:03:01,923999,5737034557ef5b8c,card_e8a079d6a3dbabc7,335.44
2022-09-30,2022-09-30 02:14:43,899358,42e77b63637ab381,card_b8c1aae00ee0d4aa,338.2
2022-09-06,2022-09-06 05:03:48,123865,eedc6ed006e6f49a,nan,360.31
2022-09-20,2022-09-20 16:31:32,224340,2151b4c76b4dcb04,card_719e427d3b21a35b,353.32
2022-09-28,2022-09-28 16:12:16,939715,f5e536083a438cec,nan,354.78
2022-09-10,2022-09-10 12:57:45,611662,907edb0aa6986220,card_182340c28a435046,368.4
2022-09-24,2022-09-24 10:13:10,131227,066d47ae0c1f736b,card_43e0f65fa19829c2,367.45
2022-09-17,2022-09-17 01:29:31,323916,087408522c31eeb1,card_b594f8f8fcc3cc79,340.4
2022-09-16,2022-09-16 13:32:56,466914,68a9750337a418a8,card_b0eeffad438fd186,336.7
2022-09-12,2022-09-12 17:54:45,420649,83dc55aeb13cc9f6,card_f420063e121d14a0,359.62
2022-09-07,2022-09-07 19:26:32,315784,409bbd0d0f516a32,card_6c8ef13d597e2ddb,352.49
2022-09-09,2022-09-09 03:51:37,116939,786f2d0acade1787,card_c413f7f539f39425,345.32
2022-09-29,2022-09-29 02:54:11,35306,8613985ec49eb8f7,card_846437e17a8d1d5f,369.19
2022-09-07,2022-09-07 01:08:29,445397,9375084629cd055e,nan,355.45
2022-09-15,2022-09-15 02:38:19,583636,cfa45151ccad6bf1,card_e64f346817ce0c93,348.97
2022-09-25,2022-09-25 15:56:00,269764,5a0b8489ce264d4f,nan,359.88
2022-09-25,2022-09-25 12:57:46,579690,7da9fd85999f583e,card_e770aa80a2e8d114,334.16
2022-09-02,2022-09-02 01:06:10,617152,d16509f6eaca1022,card_9f9d7d036be82e3c,331.98
2022-09-21,2022-09-21 11:17:06,952609,8f822ac814829da2,card_b3bf6193684f3983,363.2
2022-09-15,2022-09-15 07:29:01,777336,4324e8d0d37b110e,card_c1f901ce2fdfc413,336.72
2022-09-23,2022-09-23 21:39:33,544574,339a18def9898dd6,nan,357.61
2022-09-18,2022-09-18 02:53:18,118460,e70611883d2760c8,card_1a33a3b39bbd30e6,351.05
2022-09-03,2022-09-03 08:44:53,303615,a11513a4f1fd7e7b,card_e2e46f7e10a42f41,348.6
2022-09-22,2022-09-22 18:37:41,846593,6e79ed05baec2754,card_e464656edca5e588,354.25
2022-09-07,2022-09-07 22:09:24,954525,52130c418d4f02c7,card_9306b519cdfe94d2,361.16
2022-09-30,2022-09-30 09:26:50,588127,b7ee6f5f9aa5cd17,card_902daf6855267276,340.22
2022-09-21,2022-09-21 11:37:16,37417,85d6e9c8255c0364,nan,368.74
2022-09-16,2022-09-16 18:54:26,543705,5b9373fc169106c4,card_fbc73ee8f22e7cbf,363.42
2022-09-27,2022-09-27 12:26:47,799999,7f83c19d8adc72f0,nan,334.27
2022-09-20,2022-09-20 10:20:00,919456,d2ddea18f00665ce,nan,344.19
2022-09-13,2022-09-13 20:33:35,275477,9379c23ac12dc940,nan,370.5
2022-09-28,2022-09-28 21:44:50,507342,884d247c6f65a96a,card_0a15350bdbbdd4b3,356.07
2022-09-09,2022-09-09 18:18:36,251135,cdf28f8b7d14ab02,nan,356.12
2022-09-27,2022-09-27 21:55:01,969912,47bd8ac1becf213f,nan,338.44
2022-09-10,2022-09-10 19:38:33,712585,b2004314aa49d953,card_75291728e2d8458a,349.38
2022-09-09,2022-09-09 19:58:46,811402,cc4af25fa9d2d5c9,card_f45ab3a13b965288,353.75
2022-09-28,2022-09-28 17:34:26,403970,03924fb32bcc6248,nan,352.08
2022-09-06,2022-09-06 05:16:03,623018,fc2c7c47b918d0c2,card_9a9c759a3bc07fef,358.84
2022-09-03,2022-09-03 18:06:13,126325,7706d2dc2da68373,nan,346.2
2022-09-14,2022-09-14 03:00:29,418098,1d49780520898fe3,card_150353f887435acb,358.5
2022-09-29,2022-09-29 21:22:31,15968,3423c8199b1e39e9,card_0e78a1b0be474c86,360.44
2022-09-23,2022-09-23 02:51:45,501541,9724412729185d53,card_2b6bb5354a56ce25,359.73
2022-09-26,2022-09-26 21:59:56,491761,f1b6f2857fb6d44d,nan,363.88
2022-09-23,2022-09-23 22:45:57,908064,4c4c937b67cc8d78,card_81a0c4689fb7ce55,361.95
2022-09-08,2022-09-08 16:33:18,60915,5fd0b37cd7dbbb00,card_d7e8c82ac1c68ac3,377.98
2022-09-10,2022-09-10 02:51:42,880041,7078971350bcefbc,card_3f52fc3409424aca,330.48
2022-09-25,2022-09-25 19:19:56,106969,24357dd085d2c4b1,card_77d5537cfb83c3b1,356.21
2022-09-11,2022-09-11 07:03:14,642618,b8dd669b1ae9049e,card_ff70ea41bc4d78c0,365.11
2022-09-28,2022-09-28 15:45:53,899199,970af30e481057c4,card_e6eb49c63548fd56,340.04
2022-09-06,2022-09-06 10:37:15,24770,ac4d17530106c3e3,card_760505598bcd4e4f,326.59
2022-09-19,2022-09-19 19:55:31,735955,fb6c4e0b4b90ebfb,card_4acbedbe977480d1,338.74
2022-09-28,2022-09-28 00:03:51,62859,7109af321d970c64,card_571df53e6b6fc55b,351.64
2022-09-23,2022-09-23 00:40:06,374799,a2186aa7c086b46a,card_b666545e24ea289b,369.19
2022-09-13,2022-09-13 13:13:00,854357,2b7b82a7ec6de407,card_6cb8e079d5ee909a,366.47
2022-09-22,2022-09-22 23:12:32,241127,0f3d014eead934bb,card_61b5c68987f97137,352.11
2022-09-08,2022-09-08 20:40:11,99641,33b3214d792caf31,card_fb7b1850ba96e427,330.87
2022-09-12,2022-09-12 08:54:22,820037,b837305e43f7e535,nan,362.45
2022-09-26,2022-09-26 18:26:06,876021,d60678e8f2ba9c54,nan,327.96
2022-09-05,2022-09-05 09:08:02,847350,959ab9a0695c467e,card_b2f1384b8feb04d2,356.88
2022-09-17,2022-09-17 05:07:10,965610,71887f62f073a785,nan,352.8
2022-09-05,2022-09-05 18:33:55,892994,5352696a9ca3397b,nan,346.17
2022-09-30,2022-09-30 06:00:44,136764,85690f81aadc1749,card_cd12c5f7eafb7e78,348.23
2022-09-02,2022-09-02 05:56:06,963006,34e420f6e47d9666,card_c077c0cd415753c0,344.65
2022-09-15,2022-09-15 06:10:02,823790,c70341de2c112a6b,card_735475d64a23bbf3,361.01
2022-09-25,2022-09-25 05:41:55,479787,f62f37c43535b217,card_206316442fb9a23e,361.69
2022-09-21,2022-09-21 23:14:50,189779,2f254e66097fd653,card_899a13400527fd3b,338.59
2022-09-17,2022-09-17 13:03:01,931393,4588e674d3f0faf9,nan,350.55
2022-09-08,2022-09-08 23:47:36,463644,a532400ed62e772b,card_94bdf49dcb9b7357,369.98
2022-09-06,2022-09-06 20:02:13,564029,06a81a4fb98d149f,card_7fcfe08f607be8a5,338.56
2022-09-23,2022-09-23 11:49:37,717663,17c3433fecc21b57,nan,365.07
2022-09-21,2022-09-21 08:29:19,345268,489d0396e6826eb0,card_0eeb5caaa2b554a8,337.57
2022-09-14,2022-09-14 08:01:17,352370,f56d8183992b6c54,card_9246eb8610d571d9,365.4
2022-09-06,2022-09-06 19:55:30,975933,49b8b4f95f02e055,card_972494a2e9aa540c,353.46
2022-09-09,2022-09-09 17:52:11,686346,21f4c3b5591da245,card_b33ab78dc0e9072a,344.82
2022-09-30,2022-09-30 05:04:00,466914,d9fea4ca7e4a74c3,nan,325.98
2022-09-04,2022-09-04 14:11:49,664740,044a23cadb567653,card_81a25c4e9b7f4f8f,359.29
2022-09-04,2022-09-04 08:48:23,42435,b4b758962f178087,card_e07dc6c359423eb2,343.41
2022-09-14,2022-09-14 19:56:33,898030,c2f599841f21aaef,card_5ef20b89bab8fed3,363.12
2022-09-22,2022-09-22 15:59:41,607597,81c8727c62e800be,card_846b8bb19a1488bb,344.88
2022-09-27,2022-09-27 08:24:44,736000,d3696cfb815ab692,card_d8030afe156a4de4,373.36
2022-09-25,2022-09-25 16:10:40,271493,481fbfa59da25810,card_77ecf511cfd57b35,352.39
2022-09-15,2022-09-15 08:12:04,425791,228bbc2f87caeb21,card_12d6b5e5a791029b,347.55
2022-09-01,2022-09-01 02:23:01,545418,2b1905b5d4641830,card_d4f457bca5d92483,355.67
2022-09-16,2022-09-16 23:08:09,288645,7f5fc754c7af0a63,card_00b5d2692a781b6a,361.12
2022-09-01,2022-09-01 07:40:56,600747,08f0efebb1c51aad,card_411fac00c3df193c,352.88
2022-09-24,2022-09-24 22:10:05,573334,a3545bd79d31f9a7,nan,350.84
2022-09-24,2022-09-24 08:50:50,61687,28b9f8aa9f07db88,card_8374bd0a22f6bc66,329.14
2022-09-11,2022-09-11 01:59:23,232664,d04863f100d59b3e,nan,353.71
2022-09-06,2022-09-06 04:33:10,427258,c37a21223db1cda6,card_3f5d4760ffc7f8a1,370.49
2022-09-28,2022-09-28 21:19:46,654629,1b33d16fc5624645,card_71f2a06ddd81a01c,345.55
2022-09-15,2022-09-15 09:51:03,419528,19f3cd308f1455b3,nan,331.9
2022-09-19,2022-09-19 06:21:12,448964,41ccc97e4f1b5de9,nan,387.11
2022-09-04,2022-09-04 00:43:20,878891,5523d651bfb642be,card_6d751d6eda13ad8c,333.18
2022-09-02,2022-09-02 13:49:04,427434,f4573fc71c731d5c,card_b600b000f151513b,372.86
2022-09-13,2022-09-13 20:59:26,644759,2e2079d63348233d,nan,349.54
2022-09-09,2022-09-09 16:03:00,882749,c5d736809766d462,card_01991b6bec4ceaca,329.7
2022-09-22,2022-09-22 08:48:49,26151,41f860e3b7f548ab,card_93fc5aed8c051ce4,330.51
2022-09-11,2022-09-11 02:22:37,778442,77edbe5f897a5dbc,card_c180ea799253b0c2,352.52
2022-09-26,2022-09-26 12:47:20,27931,74765968c6700721,nan,336.08
2022-09-22,2022-09-22 03:29:32,467329,5dd3e474f6e08e33,card_6c23cf54347d8e2d,322.05
2022-09-18,2022-09-18 19:08:07,154820,bd6226970e9ffbc8,card_ee42b626f7b6b71a,342.4
2022-09-22,2022-09-22 23:16:44,581856,040ca38cefb1d922,nan,359.17
2022-09-24,2022-09-24 13:35:48,539724,596f713f9a7376fe,card_e2e322ec94862e9e,329.68
2022-09-09,2022-09-09 08:40:23,463343,fd11043c50c15f9e,nan,372.7
2022-09-18,2022-09-18 06:10:07,585140,76444b3132fda0e2,card_62bf90d9e45daa96,374.99
2022-09-10,2022-09-10 04:12:07,265705,73bf6c41e241e28b,nan,345.6
2022-09-25,2022-09-25 03:27:45,81000,c75e10ef9ef6d295,card_37915daf6e872d58,333.65
2022-09-18,2022-09-18 18:24:28,925769,17fafe5f6ce2f190,card_1dd5a4016c624ef5,365.56
2022-09-14,2022-09-14 07:16:32,297928,9f820adf84bf8a1c,card_2f27b6982571a90f,371.76
2022-09-22,2022-09-22 01:01:41,289416,d707329bece455a4,nan,349.15
2022-09-26,2022-09-26 22:45:19,508893,0cc6928e741d75e7,card_09d0326952871a6f,347.76
2022-09-18,2022-09-18 22:49:03,993802,e7dfca01f394755c,card_486f06aa533267be,351.76
2022-09-11,2022-09-11 12:57:52,12122,7f39f8317fbdb198,card_d91eef84694cd9a0,372.35
2022-09-03,2022-09-03 03:20:15,229128,02052c0f4599c2aa,nan,329.02
2022-09-09,2022-09-09 19:38:44,333625,4589b8b6a21b9640,card_eb6bdd281dfc2688,332.76
2022-09-18,2022-09-18 10:45:07,752730,2c8c3a57383c63ca,card_ed9c7f78f5a87c20,378.43
2022-09-06,2022-09-06 03:12:10,881700,c6b8c8d762da15fa,card_278c00e63919b2bd,329.88
2022-09-28,2022-09-28 22:46:00,747664,95f2b84de5660ddf,nan,383.06
2022-09-15,2022-09-15 13:13:51,860703,00ec53c4682d36f5,card_c0eab2dce3fc614a,347.97
2022-09-05,2022-09-05 14:05:32,493194,618b0fffdfdb5076,card_648f4baa45889f9c,337.44
2022-09-29,2022-09-29 01:23:57,470230,249338e601902b14,card_f591ed4b09492933,354.47
2022-09-10,2022-09-10 18:11:09,820174,385822e359afa26d,nan,358.34
2022-09-08,2022-09-08 18:45:56,499847,0613239e122094ab,card_10ada88209bc465a,359.73
2022-09-12,2022-09-12 05:10:17,221653,52dfa8e7d62825d7,nan,348.78
2022-09-16,2022-09-16 18:08:20,547228,543e83748234f7cb,nan,361.05
2022-09-04,2022-09-04 21:41:40,402118,ad972f10e0800b49,card_0b8072450ee55589,346.71
2022-09-13,2022-09-13 13:30:55,277693,94e4451ad2390902,card_bef5b4d93c3ae02a,331.52
2022-09-23,2022-09-23 21:39:03,474730,f0adc8838f4bdedd,card_ddbec3bd380a444a,336.74
2022-09-20,2022-09-20 12:10:47,169670,310ce61c90f3a46e,nan,332.52
2022-09-20,2022-09-20 04:08:36,987220,b3592b0702998592,card_74322d3ea58d8c66,341.15
2022-09-18,2022-09-18 10:47:58,658790,c5c1bda1194f9423,nan,365.58
2022-09-19,2022-09-19 21:31:18,38633,c3535febaff29fcb,nan,370.79
2022-09-03,2022-09-03 10:44:49,666921,8d6dc35e506fc233,nan,373.45
2022-09-19,2022-09-19 03:29:14,257466,ada5e0b63ef60e22,card_4d419d5b4274ea8f,337.56
2022-09-29,2022-09-29 15:43:11,268603,23529b09a37f0a0c,nan,350.58
2022-09-25,2022-09-25 12:32:32,977803,cd0b43eac0392acc,card_799974951f19a0c7,360.88
2022-09-18,2022-09-18 03:30:06,808001,196f5641aa9dc870,card_c490f96bbae13d62,322.2
2022-09-17,2022-09-17 19:36:10,232609,161c5c5ad51fcc88,card_c7bb78561eac13b4,341.82
2022-09-13,2022-09-13 07:11:22,65116,1f50893f80d6830d,card_9b65e5d8db23f28c,363.01
2022-09-30,2022-09-30 05:24:06,336668,a424ed4bd3a7d6ae,card_8a09e81751d5d2a9,346.87
2022-09-21,2022-09-21 08:35:14,935549,0ac08910b7e81371,nan,353.0
2022-09-14,2022-09-14 20:26:42,646695,e474e8520850a6f3,card_2e310f292c162dec,373.77
2022-09-26,2022-09-26 03:49:31,155498,e17a886efc21fa45,card_5fdfe2c20035ef27,344.09
2022-09-19,2022-09-19 23:29:07,595371,d3802b1dc0d80d8a,card_f3e0eb8f4ae5f3af,357.39
2022-09-17,2022-09-17 13:58:48,549685,aaebdb8bb6b0e73f,card_41de57ab08378f22,344.43
2022-09-08,2022-09-08 13:03:56,517743,3e016029eeb9a928,card_28691090302e59db,367.54
2022-09-30,2022-09-30 08:25:27,122133,1e4268fd66e5999d,card_397d991d3c5b8183,342.17
2022-09-07,2022-09-07 14:33:57,870416,be7ecaca534f98c4,nan,349.72
2022-09-04,2022-09-04 23:24:48,353761,c09b1eadea0efc79,nan,371.18
2022-09-19,2022-09-19 19:22:57,808622,6f518c31f6baa365,card_f2dff472839eb096,344.58
2022-09-18,2022-09-18 03:14:56,169680,169be908d18ff838,card_c5a264a822890183,356.54
2022-09-15,2022-09-15 17:26:00,727336,b3bbccd6c008e727,card_dbfce512dcdabc6b,336.06
